Master Feature ID,Domain,Canonical KitLuy Capability,Primary Owner,Authority,Master Disposition,Earliest Phase,Phase Coverage,Source Platforms,Source Row Count,WooCommerce IDs,Toast IDs,Shopify IDs,Lightspeed IDs,Loyverse IDs,Source Classifications,Source Capability Names,Review Note,Owner Decision ID,Owner Decision Choice,Owner Decision Effective Date,Owner Decision,Owner Decision Rules
KLMF-PRC-003,PRC,Discount calculation and adjustment rules,Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 3,Phase 3,"WooCommerce, Shopify",2,KLC-WC-061,,KLS-SH-076,,,ECOMMERCE VERTICAL | ALREADY PHASE 3 TARGET,"Percentage, fixed-cart and fixed-product discounts | Discount codes and automatic discounts",,,,,,
KLMF-PRC-004,PRC,Exact Lightspeed pricing and feature gates,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,REJECT / ARCHITECTURAL GUARDRAIL,All phases,All phases,Lightspeed,1,,,,KLS-LS-076,,REJECT,Exact Lightspeed pricing and feature gates,,,,,,
KLMF-PRC-005,PRC,Price books and contextual price assignment,Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1 foundation; through Phase 6,"WooCommerce, Toast, Shopify, Lightspeed",4,KLC-WC-034,KST-035,KLS-SH-078,KLS-LS-022,,KEEP KITLUY | CORE CANDIDATE | B2B EXTENSION | RETAIL FOUNDATION,Price books and Laundry add-on pricing | Location/channel-specific pricing | Price books and B2B catalogs | Price books and customer-group assignment,,,,,,
KLMF-PRC-006,PRC,"Promotion eligibility, limits and scheduling",Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,WooCommerce,2,KLC-WC-062; KLC-WC-079,,,,,ADOPT,"Usage, customer, product and category restrictions | Minimum/maximum spend, expiration and scheduling",,,,,,
KLMF-PRC-007,PRC,Quantity rules and volume pricing,Shared Suite Governance & KitLuy Core,UNRESOLVED,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3 foundation; through Phase 6,Shopify,1,,,KLS-SH-083,,,B2B EXTENSION,Quantity rules and volume pricing,,,,,,
KLMF-PRC-008,PRC,"Cambodia-first KitLuy pricing, plans and optional modules",Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1 pilot economics; revised by evidence,Toast,1,,KST-113,,,,NEEDS OWNER DECISION,US Toast pricing and add-on model,"Owner-confirmed B on 2026-07-24: Use a Cambodia-first KitLuy subscription and service model informed by pilots; do not copy Toast US pricing, processor spread, proprietary hardware dependency or add-on structure.",KLD-2026-07-24-001,B,2026-07-24,"Use a Cambodia-first KitLuy subscription and service model informed by pilots; do not copy Toast US pricing, processor spread, proprietary hardware dependency or add-on structure.","Core safety, finance truth, audit, backup access and Partner data portability cannot be paywalled; hardware terms remain transparent and separate."
KLMF-PRC-009,PRC,"Vertical pricing methods, add-ons and modifiers",Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-033,,,,ADAPT,Modifier pricing strategies,,,,,,
KLMF-REP-001,REP,Channel attribution and connector performance,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,WooCommerce,1,KID-WC-021,,,,,ECOMMERCE VERTICAL,Channel attribution and connector performance,,,,,,
KLMF-REP-002,REP,Custom and scheduled reports,kitluy-partner-portal,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,Lightspeed,1,,,,KLS-LS-073,,ADAPT,Custom and scheduled reports,,,,,,
KLMF-REP-003,REP,"Data freshness, completeness and authority labels",Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Toast, Shopify, Loyverse",5,KLC-WC-035; KLC-WC-040,KST-118,KLS-SH-109,,KL-LV-083,KEEP KITLUY | UX IMPROVEMENT,"Sync freshness, data completeness, exports and authority labels | Reporting completeness and cached-vs-authoritative labels | Truth/freshness labeling | Data freshness and completeness labels | Alerts and sync freshness",,,,,,
KLMF-REP-004,REP,Manager mobile workflows and approvals,kitluy-partner-app,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-013,,,,ADAPT,Manager mobile workflows,,,,,,
KLMF-REP-005,REP,Multi-location comparison and exception views,kitluy-chain-portal,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 4,Lightspeed,1,,,,KLS-LS-074,,UX IMPROVEMENT,Multi-location comparison and exception views,,,,,,
KLMF-REP-006,REP,Owner and manager metrics cockpit,kitluy-partner-app,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,"Lightspeed, Loyverse",3,,,,KLS-LS-014,KL-LV-011; KL-LV-082,UX IMPROVEMENT,Manager metrics surface | Owner mobile dashboard,,,,,,
KLMF-REP-007,REP,"Product, service and sales performance reporting",Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 3,WooCommerce,1,KLC-WC-063,,,,,CORE CANDIDATE,Product and service performance,,,,,,
KLMF-REP-008,REP,Reservation and fulfillment reports,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 3,WooCommerce,1,KLC-WC-064,,,,,CORE CANDIDATE,Reservation and fulfillment reports,,,,,,
KLMF-REP-009,REP,Revenue centers and operating-segment reporting,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-056,,,,ADAPT,Revenue centers,,,,,,
KLMF-REP-010,REP,"Included unlimited reporting, analytics and data services",Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,All phases,Loyverse,1,,,,,KL-LV-084,NEEDS OWNER DECISION,Sales-history/export paywall,"Owner-confirmed C on 2026-07-24: All reporting, analytics and data services are included without a sales-history, export, analytics, retention or data-service paywall.",KLD-2026-07-24-001,C,2026-07-24,"All reporting, analytics and data services are included without a sales-history, export, analytics, retention or data-service paywall.","Partners retain unrestricted plan-level access to their authoritative history, exports and analytics, subject only to security, privacy, fair-use performance and abuse controls—not commercial feature gating."
KLMF-REP-011,REP,Shift and employee reports,kitluy-partner-portal,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-079,UX IMPROVEMENT,Shift and employee reports,,,,,,
KLMF-REP-012,REP,Store comparison and Chain reporting,kitluy-chain-portal,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,"WooCommerce, Loyverse",2,KCH-WC-004,,,,KL-LV-081,KEEP KITLUY | UX IMPROVEMENT,Store comparison and Chain reporting | Store comparison,,,,,,
KLMF-REP-013,REP,Unified cross-channel and vertical reporting,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 3,WooCommerce,1,KLC-WC-036,,,,,CORE CANDIDATE,"Unified storefront, POS and Laundry reporting",,,,,,
KLMF-RES-001,RES,Advanced modifier-group behavior,Café & Restaurant Vertical Module,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,2,,KST-029; KST-032,,,,ADOPT,Items shared across groups | Premodifiers,,,,,,
KLMF-RES-002,RES,"Affordable infrastructure, intermittent power/internet and cash-heavy operation",Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KLC-WC-018,,,,,KEEP KITLUY,"Affordable infrastructure, intermittent power/internet and cash-heavy operation",,,,,,
KLMF-RES-003,RES,Authoritative data in typed relational tables,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,Shopify,1,,,KLS-SH-026,,,KEEP KITLUY,Authoritative data in typed relational tables,,,,,,
KLMF-RES-004,RES,Restaurant tabs with deferred optional card-backed preauthorization,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,"PHASED: APPROVED FOUNDATION, DEFERRED DEPTH",Phase 2,Phase 2 non-card tabs; optional card-backed preauthorization Phase 2.5,Lightspeed,1,,,,KLS-LS-053,,NEEDS OWNER DECISION,Bar tab pre-authorization,"Owner-confirmed B on 2026-07-24: Confirm Restaurant tabs in Phase 2, while deferring card-backed preauthorization to optional Phase 2.5.",KLD-2026-07-24-001,B,2026-07-24,"Confirm Restaurant tabs in Phase 2, while deferring card-backed preauthorization to optional Phase 2.5.","Phase 2 tabs support customer/table association, staff ownership, running balance, partial payment, transfer/merge/close and audit; card backing requires certified card-present and incremental-authorization controls."
KLMF-RES-005,RES,"Catalog, pricing and currency setup",Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,WooCommerce,1,KPP-WC-006,,,,,UX IMPROVEMENT,"Catalog, pricing and currency setup",,,,,,
KLMF-RES-006,RES,"Catering leads, orders and banquet-event documents",Café & Restaurant Vertical Module,PLANNING CANDIDATE,DEFER,Later / deferred phase,Later / deferred phase,Toast,1,,KST-100,,,,DEFER,Catering leads/orders/BEO,,,,,,
KLMF-RES-007,RES,Closed-check correction and controlled reopen,Café & Restaurant Vertical Module,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-053,,,,ADAPT,Reopen and closed-check correction,,,,,,
KLMF-RES-008,RES,Course sequencing and firing,Café & Restaurant Vertical Module,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,"Toast, Lightspeed",3,,KST-034; KST-057,,KLS-LS-048,,ALREADY PHASE 2 TARGET,"Courses and dayparts | Course firing | Courses, hold, send, fire and re-fire",,,,,,
KLMF-RES-009,RES,Domain activation and TLS readiness,KitLuy Storefront,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 3,Phase 3,Shopify,1,,,KLS-SH-014,,,ALREADY PHASE 3 TARGET,Domain activation and TLS readiness,,,,,,
KLMF-RES-010,RES,"First publish, test checkout and go-live score",Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 3,WooCommerce,1,KPP-WC-007,,,,,UX IMPROVEMENT,"First publish, test checkout and go-live score",,,,,,
KLMF-RES-011,RES,"Floor plans, tables, seats and guest count",Café & Restaurant Vertical Module,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,"Toast, Lightspeed",3,,KST-043; KST-045,,KLS-LS-045,,ALREADY PHASE 2 TARGET | PHASE 2 VERTICAL,"Floor plans | Seats and guest count | Floor plans, tables, seats and guest count",,,,,,
KLMF-RES-012,RES,Handheld Restaurant ordering,kitluy-pos-mobile-app,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-015,,,,ADAPT,Handheld Restaurant ordering,,,,,,
KLMF-RES-013,RES,Immutable receipts/invoices,Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,Shopify,1,,,KLS-SH-062,,,KEEP KITLUY,Immutable receipts/invoices,,,,,,
KLMF-RES-014,RES,Incomplete-state handling,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,WooCommerce,1,KPP-WC-003,,,,,UX IMPROVEMENT,Incomplete-state handling,,,,,,
KLMF-RES-015,RES,Ingredient-driven menu availability,Café & Restaurant Vertical Module,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-037,,,,ADAPT,Ingredient-driven availability,,,,,,
KLMF-RES-016,RES,"KDS bump, recall, timers and pressure visualization",Restaurant KDS client,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 2,"Toast, Loyverse",3,,KST-060; KST-061,,,KL-LV-050,ADOPT | ADAPT,"Bump and recall | Timers, warning and late thresholds | Elapsed-time pressure visualization",,,,,,
KLMF-RES-017,RES,Kitchen Display System and prep-station routing,Restaurant KDS client,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,"Toast, Lightspeed",4,,KST-105; KST-022,,KLS-LS-049; KLS-LS-068,,KEEP KITLUY | ALREADY PHASE 2 TARGET | PHASE 2 VERTICAL | ADAPT,"POS/KDS/display over LAN | Restaurant KDS client | KDS station routing, timers, bump, recall and expediter | Browser-based Restaurant KDS",,,,,,
KLMF-RES-018,RES,Kitchen printing and KDS fallback,Store Hub / kitluy-hub-agent,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,Lightspeed,1,,,,KLS-LS-050,,ALREADY PHASE 2 TARGET,Kitchen printing fallback,,,,,,
KLMF-RES-019,RES,Manual and quantity-based item availability (86ing),Café & Restaurant Vertical Module,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,Toast,1,,KST-036,,,,ALREADY PHASE 2 TARGET,Manual and quantity 86ing,,,,,,
KLMF-RES-020,RES,Menu hierarchy,Café & Restaurant Vertical Module,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,Toast,1,,KST-027,,,,ALREADY PHASE 2 TARGET,Menu hierarchy,,,,,,
KLMF-RES-021,RES,Menu versions and publish,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-028,,,,ADAPT,Menu versions and publish,,,,,,
KLMF-RES-022,RES,Menus and navigation trees,KitLuy Storefront,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,Shopify,1,,,KLS-SH-021,,,PHASE 3 HORIZONTAL,Menus and navigation trees,,,,,,
KLMF-RES-023,RES,"Menus, groups, modifiers and combos",kitluy-partner-portal,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,Lightspeed,1,,,,KLS-LS-044,,ALREADY PHASE 2 TARGET,"Menus, groups, modifiers and combos",,,,,,
KLMF-RES-024,RES,Partner registration and business verification,Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,WooCommerce,1,KAD-WC-005,,,,,KEEP KITLUY,Partner registration and business verification,,,,,,
KLMF-RES-025,RES,"Payment, shipping and tax setup",Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 3,WooCommerce,1,KPP-WC-009,,,,,UX IMPROVEMENT,"Payment, shipping and tax setup",,,,,,
KLMF-RES-026,RES,Physical Store and Hub readiness,Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,WooCommerce,1,KAD-WC-006,,,,,KEEP KITLUY,Physical Store and Hub readiness,,,,,,
KLMF-RES-027,RES,Prep-station routing,Restaurant KDS client,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,Toast,1,,KST-058,,,,ALREADY PHASE 2 TARGET,Prep-station routing,,,,,,
KLMF-RES-028,RES,"Receipt, invoice, storefront, catalog and notification localization",Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 3,WooCommerce,1,KLC-WC-058,,,,,CORE CANDIDATE,"Receipt, invoice, storefront, catalog and notification localization",,,,,,
KLMF-RES-029,RES,"Reservations, waitlist and no-show",kitluy-partner-portal,PLANNING CANDIDATE,DEFER,Phase 2,Phase 2,Lightspeed,1,,,,KLS-LS-052,,DEFER,"Reservations, waitlist and no-show",,,,,,
KLMF-RES-030,RES,Restaurant API resource vocabulary,Café & Restaurant Vertical Module,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-102,,,,PHASE 2 VERTICAL,Restaurant API resource vocabulary,,,,,,
KLMF-RES-031,RES,"Restaurant checks, tabs and lifecycle",Café & Restaurant Vertical Module,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,"Toast, Lightspeed",3,,KST-046; KST-050,,KLS-LS-047,,ALREADY PHASE 2 TARGET,"Check lifecycle | Open tabs | Checks, tabs, splits, merges and transfers",,,,,,
KLMF-RES-032,RES,Restaurant guest-display profile,Restaurant guest-display profile,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,2,,KST-021; KST-070,,,,PHASE 2 VERTICAL,Restaurant guest display,,,,,,
KLMF-RES-033,RES,Restaurant KDS must remain separate from Laundry T2,Café & Restaurant Vertical Module,OWNER-LOCKED,REJECT / ARCHITECTURAL GUARDRAIL,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-046,REJECT,Treating KDS as T2,,,,,,
KLMF-RES-034,RES,"Restaurant menus, modifier groups and selection rules",Café & Restaurant Vertical Module,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,Toast,2,,KST-030; KST-031,,,,ALREADY PHASE 2 TARGET | PHASE 2 VERTICAL,Modifier groups | Minimum/maximum selection rules,,,,,,
KLMF-RES-035,RES,Restaurant online ordering and QR order-and-pay,KitLuy Storefront / Commerce Store API,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,"Toast, Lightspeed",2,,KST-067,,KLS-LS-054,,ALREADY PHASE 2 TARGET,QR order-and-pay | Online ordering and QR order-and-pay,,,,,,
KLMF-RES-036,RES,Restaurant operating reports,Café & Restaurant Vertical Module,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-117,,,,PHASE 2 VERTICAL,Restaurant operating reports,,,,,,
KLMF-RES-037,RES,Restaurant Orders Hub and quick-order workflows,Café & Restaurant Vertical Module,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,"Toast, Lightspeed",3,,KST-039; KST-063,,KLS-LS-046,,ALREADY PHASE 2 TARGET | CORE CANDIDATE | ADAPT,"Quick Order | Orders Hub | Quick Order, Table Service and Orders Hub",,,,,,
KLMF-RES-038,RES,Restaurant self-service kiosk,Restaurant kiosk client,PLANNING CANDIDATE,DEFER,Phase 2,Phase 2,Toast,1,,KST-023,,,,DEFER,Kiosk client,,,,,,
KLMF-RES-039,RES,Restaurant service periods,Café & Restaurant Vertical Module,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-055,,,,ADOPT,Service periods,,,,,,
KLMF-RES-040,RES,Restaurant Store setup and go-live readiness,Café & Restaurant Vertical Module,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,"Toast, Lightspeed",3,,KST-026; KST-025,,KLS-LS-043,,ADOPT | UX IMPROVEMENT | PHASE 2 VERTICAL,Restaurant go-live readiness score | Restaurant setup wizard | Restaurant Store and Location readiness,,,,,,
KLMF-RES-041,RES,Restaurant waitlist,Café & Restaurant Vertical Module,PLANNING CANDIDATE,DEFER,Phase 2,Phase 2,Toast,1,,KST-099,,,,DEFER,Waitlist,,,,,,
KLMF-RES-042,RES,Split checks,Café & Restaurant Vertical Module,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,Toast,1,,KST-047,,,,ALREADY PHASE 2 TARGET,Split check,,,,,,
KLMF-RES-043,RES,"Split, merge and transfer checks",Café & Restaurant Vertical Module,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 2,Phase 2,Toast,1,,KST-048,,,,ALREADY PHASE 2 TARGET,Merge checks/tables,,,,,,
KLMF-RES-044,RES,"Staff, permissions and policies setup",Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,WooCommerce,1,KPP-WC-010,,,,,UX IMPROVEMENT,"Staff, permissions and policies setup",,,,,,
KLMF-RES-045,RES,Storefront and channel readiness,Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,WooCommerce,1,KPP-WC-011,,,,,UX IMPROVEMENT,Storefront and channel readiness,,,,,,
KLMF-RES-046,RES,Storefront launch readiness,kitluy-partner-portal,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,Shopify,1,,,KLS-SH-015,,,UX IMPROVEMENT,Storefront launch readiness,,,,,,
KLMF-RES-047,RES,Table states and timers,kitluy-pos-desktop-app,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-044,,,,PHASE 2 VERTICAL,Table states and timers,,,,,,
KLMF-RES-048,RES,Tableside handheld ordering,kitluy-pos-mobile-app,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-069,,,,ADAPT,Tableside handheld ordering,,,,,,
KLMF-RES-049,RES,Transfer items/check/table/employee/revenue center,kitluy-pos-desktop-app,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-049,,,,ADOPT,Transfer items/check/table/employee/revenue center,,,,,,
KLMF-SEC-001,SEC,"API credentials, OAuth, scopes and token lifecycle",Integration Hub / Developer Platform,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1 foundation; through Phase 3,"WooCommerce, Shopify, Lightspeed, Loyverse",6,KLC-WC-001; KID-WC-022,,KLS-SH-100,KLS-LS-062,KL-LV-087; KL-LV-088,CORE CANDIDATE | ADAPT | DEVELOPER PLATFORM,"API credentials: customer, device, Partner and connector | OAuth, personal access tokens and scoped API keys | OAuth app installation and scopes | OAuth2, granular scopes and merchant consent | OAuth 2.0 / OIDC app authorization | Personal access tokens / service credentials",,,,,,
KLMF-SEC-002,SEC,Chain-of-custody audit,Store Hub / kitluy-hub-agent,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-053,KEEP KITLUY,Chain-of-custody audit,,,,,,
KLMF-SEC-003,SEC,"Employee records, roles, permissions and PIN",Shared Suite Governance & KitLuy Core,APPROVED TARGET,ADOPT / ADAPT CANDIDATE,Phase 1,Phase 1,Loyverse,1,,,,,KL-LV-066,UX IMPROVEMENT,"Employee records, roles, permissions and PIN",,,,,,
KLMF-SEC-004,SEC,POS discount approval and audit,Shared Suite Governance & KitLuy Core,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 1,Phase 1,WooCommerce,1,KPD-WC-006,,,,,KEEP KITLUY,POS discount approval and audit,,,,,,
KLMF-SEC-005,SEC,Role-gated mode access,kitluy-pos-desktop-app,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-040,,,,UX IMPROVEMENT,Role-gated mode access,,,,,,
KLMF-SEC-006,SEC,Role-gated POS mode launcher,kitluy-pos-desktop-app,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-014,,,,ADOPT,Role-gated POS mode launcher,,,,,,
KLMF-SEC-007,SEC,"Roles, permissions and capability-based access",Shared Suite Governance & KitLuy Core,UNRESOLVED,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,Shopify,1,,,KLS-SH-082,,,B2B EXTENSION,Buyer roles and permissions,,,,,,
KLMF-SEC-008,SEC,Security role vs operational job,Shared Suite Governance & KitLuy Core,PLANNING CANDIDATE,ADOPT / ADAPT CANDIDATE,Phase 2,Phase 2,Toast,1,,KST-087,,,,CORE CANDIDATE,Security role vs operational job,,,,,,
KLMF-SEC-009,SEC,Sensitive-action approval and immutable audit,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,"WooCommerce, Toast, Loyverse",4,KLC-WC-024,KST-042,,,KL-LV-072; KL-LV-041,KEEP KITLUY | CORE CANDIDATE | UX IMPROVEMENT,Human approval for sensitive actions | Action-scoped manager override | Sensitive action approval and audit | Manager override,,,,,,
KLMF-SEC-010,SEC,Sensitive-action gating and audit,Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,Shopify,1,,,KLS-SH-110,,,CORE CANDIDATE,Sensitive-action gating and audit,,,,,,
KLMF-SEC-011,SEC,"Tenant, Store, Location, user and device isolation",Shared Suite Governance & KitLuy Core,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 1,Phase 1,WooCommerce,1,KLC-WC-002,,,,,KEEP KITLUY,"Tenant, Store, Location and device isolation",,,,,,
KLMF-STO-001,STO,"Custom domains, subdomains and TLS",KitLuy Storefront,APPROVED TARGET,PRESERVE / DEEPEN KITLUY TARGET,Phase 3,Phase 3,"WooCommerce, Shopify",2,KSF-WC-017,,KLS-SH-032,,,ECOMMERCE VERTICAL | ALREADY PHASE 3 TARGET,Store subdomain | Custom domains and subdomains,,,,,,
KLMF-STO-002,STO,Hosted KitLuy Storefront,KitLuy Storefront,OWNER-LOCKED,PRESERVE OWNER-LOCKED AUTHORITY,Phase 3,Phase 3,"WooCommerce, Shopify, Lightspeed, Loyverse",5,KSF-WC-012; KSF-WC-015,,KLS-SH-031,KLS-LS-055,KL-LV-016,ECOMMERCE VERTICAL | ALREADY OWNER-LOCKED | ALREADY PHASE 3 TARGET | KEEP KITLUY,Hosted Storefront and customer account portal | Hosted KitLuy storefront | Hosted storefront | Hosted multilingual storefront and custom domain | Public storefront,,,,,,
KLMF-STO-003,STO,"Storefront themes, sections and publishing",KitLuy Storefront,UNRESOLVED,ADOPT / ADAPT CANDIDATE,Phase 3,Phase 3,Shopify,2,,,KLS-SH-033; KLS-SH-034,,,PHASE 3 HORIZONTAL,"Theme versioning, draft, preview and publish | Sections and blocks editor",,,,,,
KLMF-SUB-001,SUB,"Subscriptions, renewals and recurring commerce",Shared Suite Governance & KitLuy Core,APPROVED TARGET,APPROVED BASE + OWNER DECISION FOR OPTIONAL DEPTH,Phase 3,Phase 3,"WooCommerce, Shopify, Lightspeed",6,KLC-WC-084; KLC-WC-085; KSF-WC-031; KOV-WC-001,,KLS-SH-079,KLS-LS-060,,ADOPT | ECOMMERCE VERTICAL | HORIZONTAL AFTER PHASE 3 | NEEDS OWNER DECISION | ALREADY PHASE 3 TARGET,Failed-renewal dunning and retry schedules | Renewal orders and saved payment tokens | Partner-customer product subscriptions | Recurring service or Laundry plans | Selling plans and recurring commerce | Product/service subscriptions,Review source-level classifications before activation.,,,,,
